Company,Model,Odometer reading,fuel,transmission,owner,mileage,engine,max_power,seats,Price
Honda,2016.0,56494.0,Petrol,Manual,First,18.2,1199.0,88.7,5.0,550000.0
Tata,2008.0,50000.0,Petrol,Manual,Second,15.3,1396.0,70.0,5.0,65000.0
Toyota,2014.0,80800.0,Diesel,Manual,Second,12.99,2494.0,100.6,8.0,1365000.0
Chevrolet,2010.0,265000.0,Diesel,Manual,Fourth,14.8,2499.0,80.0,9.0,285000.0
Chevrolet,2012.0,70000.0,LPG,Manual,First,13.2,995.0,60.2,5.0,300000.0
Maruti,2017.0,60000.0,CNG,Manual,First,21.94,1196.0,61.7,5.0,400000.0
Jaguar,2015.0,13500.0,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,2500000.0
Volkswagen,2012.0,90000.0,Diesel,Manual,First,20.54,1598.0,103.6,5.0,361000.0
Maruti,2005.0,90000.0,Petrol,Manual,First,17.3,993.0,60.0,5.0,85000.0
Maruti,2015.0,40000.0,Petrol,Manual,Second,20.51,998.0,67.04,5.0,350000.0
Renault,2017.0,80000.0,Diesel,Manual,Second,23.08,1461.0,63.1,5.0,500000.0
Maruti,2016.0,20000.0,Petrol,Manual,First,17.5,1373.0,91.1,7.0,850000.0
Honda,2016.0,56494.0,Petrol,Manual,First,18.2,1199.0,88.7,5.0,550000.0
Chevrolet,2011.0,99500.0,Diesel,Manual,Third,11.5,1991.0,147.9,7.0,500000.0
Mahindra,2017.0,70000.0,Diesel,Manual,First,18.49,1493.0,100.0,7.0,735000.0
Toyota,2016.0,68089.0,Petrol,Automatic,First,19.16,2494.0,157.7,5.0,2000000.0
Honda,2016.0,56494.0,Petrol,Manual,First,18.2,1199.0,88.7,5.0,550000.0
Tata,2019.0,10000.0,Diesel,Automatic,First,21.5,1497.0,108.5,5.0,1140000.0
Maruti,2009.0,60000.0,Petrol,Manual,Third,17.5,1298.0,85.8,5.0,250000.0
Maruti,2017.0,34000.0,Petrol,Manual,Second,21.4,1197.0,83.1,5.0,600000.0
Mahindra,2015.0,100000.0,Diesel,Automatic,Second,16.0,2179.0,140.0,7.0,900000.0
Toyota,2011.0,300000.0,Diesel,Manual,Third,12.8,2494.0,102.0,7.0,830000.0
Hyundai,2017.0,20000.0,Petrol,Manual,First,18.9,1197.0,82.0,5.0,550000.0
Audi,2018.0,25000.0,Diesel,Automatic,Second,15.17,1968.0,181.0,5.0,2200000.0
Toyota,2011.0,45500.0,Petrol,Manual,First,16.78,1496.0,88.73,5.0,285000.0
Hyundai,2012.0,110000.0,Diesel,Manual,First,23.0,1396.0,90.0,5.0,350000.0
Renault,2013.0,56429.0,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,525000.0
BMW,2019.0,7500.0,Diesel,Automatic,First,16.78,1995.0,190.0,5.0,5400000.0
Volkswagen,2013.0,84000.0,Diesel,Automatic,Second,16.96,1968.0,138.03,5.0,850000.0
Toyota,2017.0,25538.0,Petrol,Manual,First,16.78,1496.0,88.73,5.0,625000.0
Toyota,2016.0,55000.0,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,1575000.0
Ford,2007.0,110000.0,Diesel,Manual,First,17.8,1399.0,68.0,5.0,210000.0
Datsun,2019.0,1300.0,Petrol,Manual,First,22.5,999.0,67.0,5.0,325000.0
Maruti,2019.0,15000.0,Petrol,Manual,First,15.37,1196.0,73.0,5.0,400000.0
Tata,2016.0,60000.0,Diesel,Manual,First,19.09,1405.0,69.01,5.0,260000.0
Honda,2014.0,60000.0,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,290000.0
Hyundai,2017.0,56290.0,Diesel,Manual,First,24.0,1186.0,73.97,5.0,450000.0
Ford,2013.0,48000.0,Diesel,Manual,Second,21.7,1498.0,98.96,5.0,475000.0
Toyota,2012.0,31711.0,Petrol,Manual,Second,17.6,1496.0,88.7,5.0,375000.0
Maruti,2012.0,60000.0,Petrol,Manual,Second,19.7,796.0,46.3,5.0,185000.0
Ford,2012.0,120000.0,Diesel,Manual,Third,17.8,1399.0,67.0,5.0,340000.0
Tata,2011.0,79000.0,Diesel,Manual,First,21.12,1248.0,88.8,5.0,325000.0
Maruti,2018.0,25000.0,Petrol,Manual,First,20.73,1373.0,91.1,5.0,720000.0
BMW,2019.0,8500.0,Diesel,Automatic,First,16.78,1995.0,190.0,5.0,5500000.0
Mahindra,2018.0,21000.0,Petrol,Manual,Second,18.15,1198.0,82.0,6.0,535000.0
Ford,2015.0,70000.0,Diesel,Manual,First,20.0,1399.0,68.05,5.0,292000.0
Toyota,2016.0,68089.0,Petrol,Automatic,First,19.16,2494.0,157.7,5.0,2000000.0
Ford,2009.0,110000.0,Diesel,Manual,Third,17.7,1399.0,68.0,5.0,155000.0
Tata,2013.0,100000.0,Diesel,Manual,First,22.3,1248.0,88.8,5.0,325000.0
Volkswagen,2013.0,80000.0,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,280000.0
Renault,2018.0,30000.0,Petrol,Manual,First,25.17,799.0,53.3,5.0,335000.0
Honda,2017.0,65000.0,Diesel,Manual,Second,25.5,1498.0,98.6,5.0,770000.0
Renault,2019.0,25000.0,Petrol,Manual,First,25.17,799.0,53.3,5.0,310000.0
Maruti,2018.0,40000.0,Petrol,Manual,First,19.0,1197.0,85.8,5.0,600000.0
Mahindra,2018.0,60000.0,Petrol,Manual,First,18.15,1198.0,82.0,6.0,500000.0
Maruti,2012.0,38000.0,Petrol,Manual,Second,24.7,796.0,47.3,5.0,200000.0
Toyota,2014.0,120000.0,Diesel,Manual,First,23.59,1364.0,67.04,5.0,430999.0
Maruti,2019.0,10000.0,Petrol,Manual,First,20.52,1197.0,81.8,5.0,490000.0
Hyundai,2007.0,110000.0,Diesel,Manual,Second,18.1,1493.0,110.0,5.0,250000.0
Honda,2009.0,125000.0,Petrol,Manual,Second,13.5,1799.0,130.0,5.0,220000.0
Honda,2015.0,30000.0,Petrol,Manual,First,17.4,1497.0,117.3,5.0,700000.0
Maruti,2017.0,23000.0,Petrol,Manual,First,21.4,1197.0,83.1,5.0,515000.0
Maruti,2008.0,123000.0,Petrol,Manual,Third,17.5,1298.0,85.8,5.0,160000.0
Nissan,2012.0,110000.0,Diesel,Manual,Third,21.64,1461.0,84.8,5.0,220000.0
Chevrolet,2008.0,120000.0,Diesel,Manual,Second,16.52,1991.0,123.7,5.0,225000.0
Maruti,2018.0,38817.0,Diesel,Manual,First,27.39,1248.0,74.0,5.0,740000.0
Maruti,2013.0,82000.0,Diesel,Manual,Second,26.59,1248.0,74.0,5.0,470000.0
Renault,2012.0,120000.0,Diesel,Manual,Third,19.01,1461.0,108.45,5.0,400000.0
Hyundai,2014.0,31000.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,290000.0
Mahindra,2016.0,72000.0,Diesel,Manual,First,15.96,2523.0,63.0,9.0,560000.0
Renault,2015.0,60000.0,Diesel,Manual,First,20.45,1461.0,83.8,5.0,550000.0
Maruti,2013.0,60000.0,Petrol,Manual,Third,16.51,1586.0,103.2,5.0,295000.0
Hyundai,2017.0,30000.0,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,563000.0
Chevrolet,2012.0,75000.0,Diesel,Manual,First,25.44,936.0,57.6,5.0,140000.0
Maruti,2013.0,58343.0,Petrol,Manual,First,21.79,998.0,67.05,5.0,225000.0
Maruti,2013.0,120000.0,Petrol,Manual,Second,15.1,1196.0,73.0,5.0,260000.0
Mahindra,2019.0,25000.0,Diesel,Manual,First,20.0,1497.0,115.0,5.0,1200000.0
Hyundai,2013.0,47000.0,Petrol,Manual,Second,21.1,814.0,55.2,5.0,215000.0
Maruti,2004.0,90000.0,Petrol,Manual,Third,18.9,998.0,67.1,5.0,33351.0
Hyundai,2016.0,65300.0,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,350000.0
Maruti,2014.0,74537.0,Petrol,Manual,Second,20.51,998.0,67.04,5.0,300000.0
Tata,2019.0,35000.0,Diesel,Manual,First,22.95,1248.0,74.0,5.0,660000.0
Toyota,2013.0,70000.0,Diesel,Manual,First,12.99,2494.0,100.57,7.0,700000.0
Skoda,2014.0,79000.0,Diesel,Manual,Second,20.6,1968.0,141.0,5.0,1100000.0
Maruti,2020.0,5000.0,Petrol,Manual,First,21.21,1197.0,81.8,5.0,578000.0
Hyundai,2013.0,80000.0,Diesel,Manual,First,21.9,1396.0,88.76,5.0,370000.0
Hyundai,2007.0,90000.0,Diesel,Manual,Fourth,16.8,1493.0,110.0,5.0,185000.0
Honda,2016.0,74000.0,Petrol,Automatic,First,13.7,1997.0,153.86,5.0,1350000.0
Maruti,2012.0,30000.0,Petrol,Manual,First,16.1,796.0,37.0,4.0,100000.0
Hyundai,2017.0,30000.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,630000.0
Hyundai,2011.0,30000.0,Petrol,Manual,First,19.81,1086.0,68.05,5.0,300000.0
Maruti,2014.0,70000.0,CNG,Manual,Second,21.94,1196.0,61.7,5.0,325000.0
Lexus,2019.0,20000.0,Petrol,Automatic,First,22.37,2487.0,214.56,5.0,5150000.0
Hyundai,2014.0,50000.0,Diesel,Manual,Second,24.0,1120.0,70.0,5.0,380000.0
Maruti,2012.0,35000.0,Petrol,Manual,First,17.5,1197.0,85.8,5.0,350000.0
Maruti,2017.0,65000.0,Diesel,Manual,First,28.09,1248.0,88.5,5.0,900000.0
Toyota,2008.0,134000.0,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,570000.0
BMW,2019.0,7500.0,Diesel,Automatic,First,16.78,1995.0,190.0,5.0,5400000.0
Mahindra,2018.0,22000.0,Diesel,Manual,First,21.03,1461.0,65.0,5.0,750000.0
Honda,2016.0,60000.0,Diesel,Manual,First,21.9,1498.0,98.6,7.0,950000.0
Renault,2013.0,100600.0,Diesel,Manual,Third,20.46,1461.0,83.8,5.0,550000.0
Hyundai,2016.0,39000.0,Diesel,Manual,First,19.67,1582.0,126.2,5.0,819999.0
Hyundai,2017.0,48000.0,Diesel,Manual,First,22.54,1396.0,88.73,5.0,670000.0
Maruti,2012.0,35000.0,Petrol,Manual,Second,14.0,796.0,35.0,5.0,150000.0
Hyundai,2017.0,27000.0,Diesel,Manual,Second,19.67,1582.0,126.2,5.0,1150000.0
Mahindra,2017.0,90000.0,Diesel,Manual,First,16.5,1493.0,70.0,7.0,640000.0
Honda,2011.0,110000.0,Petrol,Manual,Third,16.8,1497.0,116.4,5.0,450000.0
Maruti,2018.0,69779.0,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,600000.0
Kia,2019.0,10000.0,Diesel,Manual,First,20.8,1493.0,113.4,5.0,643000.0
Maruti,2010.0,59549.0,Petrol,Manual,First,19.0,998.0,67.1,5.0,225000.0
Maruti,2017.0,20000.0,Petrol,Manual,First,24.7,796.0,47.3,5.0,310000.0
Hyundai,2009.0,100000.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,170000.0
Ford,2018.0,14200.0,Petrol,Manual,First,18.16,1196.0,86.8,5.0,550000.0
Ford,2003.0,83000.0,Petrol,Manual,Second,13.8,1299.0,70.0,5.0,110000.0
Ford,2011.0,80000.0,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,240000.0
Ford,2012.0,112000.0,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,190000.0
Maruti,2013.0,240000.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,550000.0
Hyundai,2016.0,38000.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,540000.0
Mahindra,2019.0,17000.0,Diesel,Manual,First,20.0,1497.0,115.0,5.0,950000.0
Renault,2012.0,86000.0,Diesel,Manual,First,19.01,1461.0,108.45,5.0,550000.0
Maruti,2014.0,70000.0,Petrol,Manual,Second,19.1,1197.0,85.8,5.0,400000.0
Maruti,2013.0,57000.0,Petrol,Manual,Second,20.51,998.0,67.04,5.0,300000.0
Chevrolet,2013.0,110000.0,Petrol,Manual,Second,18.2,1199.0,84.8,5.0,120000.0
Mahindra,2014.0,70000.0,Diesel,Manual,First,15.96,2523.0,62.1,7.0,600000.0
Ford,2013.0,70000.0,Diesel,Manual,Second,19.68,1399.0,67.0,5.0,200000.0
Maruti,2019.0,15000.0,Diesel,Manual,First,25.1,1248.0,88.5,5.0,930000.0
Tata,2011.0,60000.0,Diesel,Manual,Second,13.93,2179.0,138.03,7.0,425000.0
Mahindra,2017.0,100000.0,Diesel,Manual,Second,18.49,1493.0,100.0,7.0,725000.0
Chevrolet,2010.0,60000.0,Petrol,Manual,Second,18.0,995.0,62.0,5.0,140000.0
Honda,2016.0,70000.0,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,500000.0
Volkswagen,2013.0,75000.0,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,440000.0
Ford,2014.0,105000.0,Diesel,Manual,First,21.7,1498.0,98.96,5.0,550000.0
Maruti,2006.0,90000.0,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,80000.0
Tata,2010.0,120000.0,Diesel,Manual,First,21.12,1248.0,88.8,5.0,210000.0
Toyota,2015.0,25000.0,Diesel,Manual,First,23.59,1364.0,67.04,5.0,450000.0
Maruti,2014.0,15000.0,Diesel,Manual,Second,20.77,1248.0,88.76,7.0,450000.0
Jeep,2018.0,24000.0,Diesel,Manual,First,17.1,1956.0,170.0,5.0,1757000.0
Chevrolet,2010.0,75000.0,Petrol,Manual,First,18.6,1199.0,79.4,5.0,140000.0
Maruti,2014.0,20000.0,Petrol,Manual,First,22.74,796.0,47.3,5.0,250000.0
Maruti,2015.0,100000.0,Diesel,Manual,First,25.2,1248.0,73.94,5.0,450000.0
Maruti,2016.0,25000.0,Petrol,Manual,First,22.74,796.0,47.3,5.0,300000.0
Maruti,2019.0,16500.0,Petrol,Manual,First,21.01,1197.0,81.8,5.0,675000.0
Tata,2010.0,100000.0,Diesel,Manual,Second,17.0,1405.0,70.0,5.0,120000.0
Maruti,2011.0,94000.0,Petrol,Manual,Third,18.9,998.0,67.1,5.0,200000.0
Hyundai,2016.0,112000.0,Diesel,Manual,First,22.54,1396.0,88.73,5.0,616000.0
Tata,2011.0,120000.0,Diesel,Manual,First,19.4,1405.0,70.0,5.0,210000.0
Maruti,2016.0,70000.0,Diesel,Manual,First,24.52,1248.0,88.5,7.0,1000000.0
Tata,2018.0,60000.0,Diesel,Manual,First,22.95,1248.0,74.0,5.0,539000.0
Maruti,2012.0,123000.0,Petrol,Manual,First,18.6,1197.0,85.8,5.0,328000.0
Hyundai,2019.0,5000.0,Petrol,Manual,First,17.19,1197.0,81.86,5.0,800000.0
Mahindra,2019.0,23000.0,Diesel,Manual,First,17.3,1497.0,121.0,7.0,1075000.0
Honda,2012.0,50000.0,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,310000.0
Tata,2008.0,80000.0,Diesel,Manual,First,12.2,1948.0,68.0,10.0,200000.0
Ford,2017.0,70000.0,Diesel,Manual,Second,25.83,1498.0,99.0,5.0,550000.0
Maruti,2012.0,70000.0,Diesel,Manual,Second,23.2,1248.0,73.94,5.0,220000.0
Honda,2015.0,80000.0,Diesel,Manual,First,26.0,1498.0,98.6,5.0,650000.0
Hyundai,2014.0,90000.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,280000.0
Toyota,2010.0,160000.0,Diesel,Manual,First,12.8,2494.0,102.0,7.0,650000.0
Maruti,2014.0,90000.0,Diesel,Manual,First,20.77,1248.0,88.8,7.0,560000.0
Mahindra,2014.0,78000.0,Diesel,Manual,First,11.68,2498.0,112.0,7.0,390000.0
Honda,2014.0,120000.0,Petrol,Manual,First,17.4,1497.0,117.3,5.0,725000.0
Mahindra,2019.0,20000.0,Petrol,Manual,First,17.0,1197.0,110.0,5.0,1132000.0
Audi,2012.0,70000.0,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,1850000.0
Hyundai,2015.0,63063.0,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,465000.0
Tata,2010.0,120000.0,Diesel,Manual,Third,18.8,1248.0,90.0,5.0,300000.0
Lexus,2019.0,20000.0,Petrol,Automatic,First,22.37,2487.0,214.56,5.0,5150000.0
Fiat,2015.0,67000.0,Diesel,Manual,First,21.2,1248.0,75.0,5.0,550000.0
Hyundai,2016.0,80000.0,Diesel,Manual,First,23.9,1582.0,126.2,5.0,800000.0
Hyundai,2011.0,108000.0,Diesel,Manual,First,22.32,1582.0,126.3,5.0,450000.0
Honda,2017.0,40000.0,Diesel,Manual,First,25.5,1498.0,98.6,5.0,900000.0
Ford,2011.0,100000.0,Petrol,Manual,First,15.3,1596.0,99.6,5.0,229999.0
Nissan,2016.0,36000.0,Diesel,Manual,First,19.01,1461.0,108.5,5.0,800000.0
Renault,2016.0,30000.0,Petrol,Manual,First,25.17,799.0,53.3,5.0,260000.0
Maruti,2018.0,69779.0,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,600000.0
Renault,2018.0,30000.0,Petrol,Manual,First,23.01,999.0,67.0,5.0,330000.0
Tata,2007.0,80000.0,Petrol,Manual,Third,15.3,1193.0,65.3,5.0,80000.0
Maruti,2002.0,52365.0,Petrol,Manual,Second,16.1,796.0,37.0,4.0,60000.0
Maruti,1997.0,110000.0,Petrol,Manual,Second,16.1,796.0,37.0,4.0,50000.0
Hyundai,2015.0,30000.0,Petrol,Manual,First,18.9,1197.0,82.0,5.0,511000.0
Fiat,2012.0,77000.0,Diesel,Manual,First,20.4,1248.0,91.7,5.0,300000.0
Fiat,2013.0,90000.0,Diesel,Manual,First,20.3,1248.0,92.0,5.0,400000.0
Ford,2017.0,30000.0,Diesel,Manual,First,25.83,1498.0,99.0,5.0,600000.0
Maruti,2016.0,27000.0,Petrol,Manual,First,23.1,998.0,67.04,5.0,459999.0
Maruti,2008.0,58632.0,Petrol,Manual,Second,14.0,796.0,35.0,5.0,114999.0
Ford,2012.0,81632.0,Diesel,Manual,First,20.0,1399.0,68.0,5.0,425000.0
Maruti,2013.0,58343.0,Petrol,Manual,First,21.79,998.0,67.05,5.0,225000.0
Maruti,2016.0,75000.0,Petrol,Manual,First,23.95,998.0,67.05,5.0,285000.0
Hyundai,2017.0,30000.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,340000.0
Maruti,2017.0,12000.0,Petrol,Manual,First,23.1,998.0,67.04,5.0,425000.0
Maruti,2019.0,5621.0,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,650000.0
Volkswagen,2013.0,54327.0,Petrol,Automatic,Second,17.2,1197.0,103.6,5.0,453000.0
Maruti,2018.0,40000.0,Petrol,Manual,First,23.95,998.0,67.05,5.0,350000.0
Chevrolet,2011.0,78432.0,Diesel,Manual,First,16.52,1991.0,123.7,5.0,415000.0
Maruti,2000.0,100000.0,Petrol,Manual,Third,16.1,796.0,37.0,4.0,65000.0
Hyundai,2010.0,148000.0,Diesel,Manual,Second,23.0,1396.0,90.0,5.0,350000.0
Volkswagen,2010.0,100000.0,Diesel,Manual,First,15.0,1896.0,105.0,5.0,400000.0
Hyundai,2018.0,70000.0,Diesel,Manual,First,22.0,1582.0,126.2,5.0,950000.0
Tata,2017.0,50000.0,Diesel,Manual,First,22.95,1248.0,74.0,5.0,450000.0
Maruti,2017.0,20000.0,Petrol,Manual,First,24.7,796.0,47.3,5.0,330000.0
Skoda,2011.0,64481.0,Diesel,Manual,Second,20.5,1598.0,103.5,5.0,411000.0
Hyundai,2012.0,120000.0,LPG,Manual,First,21.1,814.0,55.2,5.0,222000.0
Maruti,2014.0,25000.0,Petrol,Manual,First,22.74,796.0,47.3,5.0,250000.0
Mahindra,2012.0,90000.0,Diesel,Manual,Third,12.05,2179.0,120.0,8.0,540000.0
Ford,2017.0,60000.0,Diesel,Manual,First,22.77,1498.0,98.59,5.0,850000.0
Honda,2019.0,4500.0,Petrol,Manual,First,19.5,1199.0,88.76,5.0,700000.0
Hyundai,2017.0,63186.0,Diesel,Manual,First,22.54,1396.0,88.73,5.0,850000.0
Hyundai,2018.0,29000.0,Petrol,Automatic,First,17.4,1197.0,81.86,5.0,890000.0
BMW,2019.0,8500.0,Diesel,Automatic,First,16.78,1995.0,190.0,5.0,5500000.0
Hyundai,2015.0,35000.0,Petrol,Manual,First,17.01,1591.0,121.3,5.0,795000.0
Maruti,2019.0,10000.0,Petrol,Manual,First,21.21,1197.0,81.8,5.0,675000.0
Mahindra,2015.0,133000.0,Diesel,Manual,Second,15.4,2179.0,120.0,7.0,1000000.0
Honda,2016.0,2118.0,Petrol,Manual,First,19.4,1198.0,86.8,5.0,475000.0
Renault,2017.0,30000.0,Petrol,Manual,First,23.01,999.0,67.0,5.0,300000.0
Maruti,2015.0,120000.0,Diesel,Manual,Second,26.21,1248.0,88.5,5.0,600000.0
Hyundai,2013.0,70000.0,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,325000.0
Hyundai,2014.0,150360.0,Diesel,Manual,First,22.32,1582.0,126.32,5.0,645000.0
Mahindra,2019.0,53534.0,Diesel,Manual,First,15.96,2523.0,62.1,7.0,670000.0
Maruti,2017.0,60000.0,Diesel,Manual,First,28.4,1248.0,74.02,5.0,455000.0
Honda,2018.0,1000.0,Petrol,Automatic,First,18.0,1497.0,117.6,5.0,1085000.0
Maruti,2015.0,25000.0,Petrol,Manual,First,23.1,998.0,67.04,5.0,350000.0
Fiat,2015.0,60000.0,Diesel,Manual,Second,20.5,1248.0,91.72,5.0,459999.0
Hyundai,2010.0,190000.0,Diesel,Manual,Third,16.2,1493.0,110.0,5.0,250000.0
Volvo,2019.0,20000.0,Diesel,Automatic,First,18.0,1969.0,190.0,5.0,3800000.0
Tata,2012.0,230000.0,Diesel,Manual,First,23.57,1396.0,70.0,5.0,200000.0
Fiat,2013.0,133000.0,Diesel,Manual,First,20.3,1248.0,75.0,5.0,300000.0
Hyundai,2015.0,43000.0,Petrol,Manual,Second,21.1,814.0,55.2,5.0,250999.0
Mahindra,2013.0,100000.0,Diesel,Manual,First,15.96,2523.0,62.1,9.0,480000.0
Hyundai,2015.0,72000.0,Diesel,Manual,First,22.54,1396.0,88.73,5.0,615000.0
Hyundai,2020.0,32000.0,Petrol,Manual,First,20.14,1197.0,81.86,5.0,524000.0
Maruti,2010.0,170000.0,Petrol,Manual,Third,15.37,1196.0,73.0,5.0,150000.0
Maruti,2008.0,35008.0,Petrol,Manual,First,21.79,998.0,67.05,5.0,221000.0
Ford,2011.0,298000.0,Diesel,Manual,Second,13.1,2499.0,141.0,7.0,850000.0
Ford,2015.0,143000.0,Diesel,Manual,First,25.83,1498.0,99.0,5.0,400000.0
Hyundai,2016.0,56239.0,Diesel,Manual,First,22.54,1396.0,88.73,5.0,570000.0
Maruti,2018.0,62000.0,Diesel,Manual,First,28.4,1248.0,74.0,5.0,671000.0
Mahindra,2012.0,78500.0,Diesel,Manual,First,15.1,2179.0,140.0,7.0,950000.0
Mahindra,2013.0,85710.0,Diesel,Manual,First,15.1,2179.0,140.0,7.0,650000.0
Toyota,2012.0,160000.0,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,1225000.0
Tata,2014.0,50700.0,Diesel,Manual,First,19.09,1405.0,69.01,5.0,300000.0
Maruti,2020.0,15000.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,810000.0
Toyota,2016.0,80000.0,Diesel,Manual,First,12.99,2494.0,100.6,7.0,950000.0
Maruti,2016.0,32000.0,Petrol,Manual,First,20.4,1197.0,81.8,5.0,500000.0
Maruti,2013.0,85000.0,Diesel,Manual,First,22.9,1248.0,74.0,5.0,350000.0
Maruti,2016.0,70000.0,Diesel,Manual,First,25.2,1248.0,74.0,5.0,630000.0
Chevrolet,2010.0,40000.0,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,120000.0
Hyundai,2016.0,60000.0,Petrol,Manual,First,20.3,998.0,68.05,5.0,276000.0
Hyundai,2019.0,2286.0,Petrol,Automatic,First,18.15,998.0,118.35,5.0,1150000.0
Nissan,2015.0,35000.0,Diesel,Manual,First,20.45,1461.0,83.8,5.0,800000.0
Datsun,2016.0,70000.0,Petrol,Manual,Second,19.44,1198.0,67.0,7.0,325000.0
Maruti,2015.0,70000.0,Diesel,Manual,First,20.77,1248.0,88.76,7.0,580000.0
Mahindra,2018.0,26235.0,Diesel,Manual,First,16.55,2498.0,105.0,6.0,900000.0
Hyundai,2018.0,30000.0,Diesel,Manual,First,22.54,1396.0,88.73,5.0,800000.0
Maruti,2019.0,60000.0,Diesel,Manual,First,25.1,1248.0,88.5,5.0,900000.0
Tata,2012.0,90000.0,Diesel,Manual,Second,19.0,1405.0,71.0,5.0,275000.0
Maruti,2019.0,35000.0,CNG,Manual,First,26.6,998.0,58.16,5.0,459999.0
Toyota,2017.0,70000.0,Diesel,Automatic,First,15.04,2755.0,174.5,7.0,3100000.0
Maruti,2018.0,10000.0,Petrol,Manual,First,23.95,998.0,67.05,5.0,350000.0
Volkswagen,2015.0,120000.0,Diesel,Manual,Second,20.34,1498.0,103.2,5.0,550000.0
Maruti,2017.0,24400.0,Diesel,Manual,First,27.39,1248.0,74.0,5.0,740000.0
Volkswagen,2019.0,13000.0,Petrol,Manual,First,19.44,999.0,75.0,5.0,480000.0
Volkswagen,2017.0,50000.0,Diesel,Manual,First,22.27,1498.0,108.6,5.0,750000.0
Hyundai,2017.0,20000.0,Petrol,Manual,First,18.9,1197.0,81.86,5.0,500000.0
Maruti,2008.0,90000.0,Petrol,Manual,Second,18.9,998.0,67.1,5.0,135000.0
Ford,2019.0,30000.0,Diesel,Manual,First,23.0,1498.0,98.96,5.0,906000.0
Hyundai,2016.0,80000.0,Petrol,Manual,First,19.81,1086.0,68.05,5.0,380000.0
Hyundai,2015.0,41000.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,550000.0
Maruti,2016.0,83000.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,750000.0
Maruti,2018.0,10000.0,Petrol,Manual,Second,21.4,1197.0,83.1,5.0,700000.0
Hyundai,2015.0,60000.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,480000.0
Jaguar,2017.0,9000.0,Diesel,Automatic,First,13.6,1999.0,177.0,5.0,2711000.0
Tata,2018.0,50000.0,Petrol,Manual,First,23.84,1199.0,84.0,5.0,350000.0
Ford,2013.0,125531.0,Diesel,Manual,Second,22.77,1498.0,98.59,5.0,600000.0
Toyota,2015.0,40000.0,Diesel,Manual,First,12.99,2494.0,100.6,7.0,1150000.0
Renault,2018.0,20000.0,Petrol,Manual,First,23.01,999.0,67.0,5.0,275000.0
Maruti,2012.0,120000.0,Diesel,Manual,Second,21.5,1248.0,88.8,5.0,350000.0
Tata,2011.0,90000.0,Diesel,Manual,Second,13.55,2179.0,118.35,7.0,250000.0
Honda,2016.0,56494.0,Petrol,Manual,First,18.2,1199.0,88.7,5.0,550000.0
Maruti,2014.0,70000.0,Diesel,Manual,Fourth,23.4,1248.0,74.0,5.0,459999.0
Maruti,2014.0,50000.0,Petrol,Manual,First,19.1,1197.0,85.8,5.0,400000.0
Hyundai,2018.0,71500.0,Diesel,Manual,First,22.54,1396.0,88.73,5.0,825000.0
Honda,2013.0,50000.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,484999.0
Tata,2012.0,231438.0,Diesel,Manual,Second,18.4,1248.0,75.0,5.0,150000.0
Mahindra,2012.0,77000.0,Diesel,Manual,Second,15.1,2179.0,140.0,7.0,570000.0
Tata,2009.0,15000.0,Petrol,Manual,First,26.0,624.0,35.0,4.0,70000.0
Hyundai,2019.0,60000.0,Petrol,Manual,First,20.14,1197.0,81.86,5.0,500000.0
Honda,2008.0,110000.0,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,105000.0
Toyota,2013.0,79328.0,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,750000.0
Mahindra,2012.0,70000.0,Diesel,Manual,First,17.21,1493.0,100.0,7.0,250000.0
